respondent_id,source_file,survey_version,course_name,attendance_date,satisfaction_rating,satisfaction_label,satisfaction_comment,learning_rating,recommend_rating,instructor_rating,additional_learning,course_suggestions,general_suggestions,testimonial,marketing_channels,marketing_channel_count,race_ethnicity,hispanic_latino,gender_identity,age_group,city_residence
234587_0273,234587,B,Intermediate Watercolor,NA,5,Very satisfied,NA,3,2,5,"If I took another class, it would follow this one w/ drawing or painting again. A digital photography class would be helpful too (as I've never figured out all the features of my camera). Thanks",NA,NA,"This is the first class I've taken at the Farms. It was a lovely atmosphere, very comfortable and a smaller class size which I prefer. Because of that you got to meet others easily and our Instructor, Sally Walsh was very encouraging and helpful. She was skilled in her art, but also taught/helped each individual as well as the class as a whole. She went above and beyond to offer assistance before and after class hours. Really enjoyed it and I picked up many tips from the Instructor and other students.",Allerton's enewsletter,1,White,No,Woman,65+,Mt Zion
234587_0277,234587,B,Plant-Based Eating,NA,5,Very satisfied,I enjoyed learning about her story and realized how similar some of it sounds to mine. I loved the validation and small steps to start making changes.,3,3,5,A writing retreat,NA,NA,"I loved learning about plant-based eating and gaining new resources about how to start with small steps to improve my overall health and well-being. Wonderful, inspirational instructor.",Allerton's enewsletter,1,White,No,Woman,35-64,Peoria
234587_0280,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Intermediate orAdvanced IntaglioIntermediate Gelatin Printing Intermediate water color,NA,NA,Sally Walsh is a wonderful instructor; she works with each person to bolster technique. Her explanations are clear and detailed. She's a born teacher and a gift to the program at Allerton.,"Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,Champaign
234587_0281,234587,B,Beginning Watercolor,NA,5,Very satisfied,NA,3,3,5,Paper MacheMore watercolor classesDrawing/art classesPlease make classes available during the day as well as evening classes.,NA,Would have preferred a smaller class size for a beginner class. The instructor did a great job of trying to help each individual but the class was just too big. Very limited desk space for placing your materials.,"Sally Walsh is an excellent instructor.She shared her extensive knowledge of art and painting ,explaining the why of how watercolor works not just saying do this because it's next on the list of things to do. She made it fun.","Allerton's website, Allerton's enewsletter",2,White,No,Woman,65+,DeWitt
234587_0284,234587,B,Food for Thought,NA,4,Somewhat satisfied,"Although I recognize that it's not his expertise per se, I would have liked a few recommendations from the speaker about how to minimize farm toxins for the average consumer (eg. home water filtration systems, etc). Perhaps a lecture of this sort would be a good follow up to this one.",3,3,5,NA,NA,NA,"Retired physical therapist and athletic trainer from Carle Sports Medicine and the UI Dept of Dance. My husband, Don, is retired as the UI volleyball coach and then as faculty with the Dept of Rec, Sports and Tourism","Allerton's website, Allerton's enewsletter, Allerton's Facebook page, U of I's eweek, Smile Politely, Chambanamoms.com",6,White,No,Woman,65+,Champaign
234587_0290,234587,B,Cordage,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,Cordage was a really interesting and fun hands on workshop. The fall weather was perfect for foraging for materials and the historical context was so interesting.,From a friend,1,White,No,Woman,65+,Urbana
234587_0291,234587,B,Barn Quilt Painting,NA,5,Very satisfied,"Love, love, love the piece I created. Will definitely take another barn quilt class when a different design is offered. Jane did a good job teaching the class and responding to questions.",NA,3,5,I am fairly new to The Allerton website. I am almost positive there are other offerings that I am interested in; just wish I lived closer. My impression is that classes cover a wide variety of subjects and seem to be reasonably priced. Will check the class schedule next spring for anything to do with gardening or fabric quilting.,NA,"Because I live 140 miles away and the class started at 8:00 a.m. I opted to stay overnight the night before the class. The ""Gate House"" needs some TLC. Nothing huge, just little things that need repair, painting, replacing. I realize money is tight...perhaps volunteers or students could take on some minor tasks.",This was my first time at The Allerton. What a beautiful property! I am a tree hugger and love being out experiencing nature. The next time I visit I will schedule more time to walk and explore. A big thank you to a friend who introduced me to this lovely experience.,From a friend,1,White,No,Woman,65+,Naperv E
234587_0300,234587,B,Plant Propagation,NA,5,Very satisfied,"Ryan Pankau is the most engaging, informative and entertaining teacher I've experienced in a long, long time!",3,2,5,NA,NA,NA,"Ryan Pankau is the most engaging, informative and entertaining teacher I've experienced in a long, long time!",Allerton's enewsletter,1,Prefer not to respond,Prefer not to respond,Prefer not to respond,65+,Urbana
234954_0001,234954,B,MELT with Mary,NA,5,Very satisfied,NA,3,3,5,"more of the melt system art courses - watercolor, drawing",NA,no,I attended this MELT session hoping to find some relief from hip pain and it did NOT disappoint! I came away from that class pain free for the first time in years and can't wait to continue using what I learned! Instructor was awesome!,"Allerton's Facebook page, U of I's eweek",2,White,No,Woman,65+,Mahomet
234954_0004,234954,B,Granny Squares Crochet,NA,5,Very satisfied,NA,3,3,5,NA,NA,"Yes, whoever manages the heating system should make sure the room is at a comfortable temperature. Maybe check it a hour before class begins. That's not necessarily the instructors responsibility.","The instructor was very patient and so informative about hand work. She was enthusiastic and loves what she does. That really carries over to instruction if material. She also used different learning techniques which, I think, everyone benefited from. I love that Allerton is doing this!Thank you",Allerton's enewsletter,1,White,No,Woman,65+,NA
234954_0005,234954,B,NA,NA,5,Very satisfied,NA,3,3,5,More cooking classes,NA,NA,"Mary is a wonderful and encouraging instructor who makes the class not only healing, but fun. She meets each student at their individual fitness level and emphasizes self-care and kindness.",Allerton's website,1,White,No,Woman,Prefer not to respond,NA
234954_0008,234954,B,Stained Glass,NA,5,Very satisfied,NA,3,2,5,NA,NA,NA,Kari is a very good teacher. This class is great value for the money.,"Allerton's website, Other",2,White,No,Woman,35-64,Champaign
234954_0010,234954,B,Introduction to Tarot,NA,5,Very satisfied,NA,3,3,5,The ornothology class looks fun. Id like to maybe take a for raging class,NA,NA,My wife and I took the inrto to tarot reading class as a date night. We met some nice people and learned so much. We can't wait to take another class.,"Allerton's website, From a friend",2,White,No,Man,35-64,Mansfield
234954_0020,234954,B,Great Horned Owls,NA,5,Very satisfied,"I understand the speaker has two other courses, I would be interested in both.",3,3,5,"I am more interested in attending programs about nature and the environment than I am about art and music, but am pleased that you offer a wide variety of courses of varied interests.",NA,NA,"Allerton is the perfect venue for learning about art and nature as it blends them both so perfectly, inside the mansion and throughout the landscape.","Allerton's website, Allerton's enewsletter, Allerton's Facebook page",3,White,No,Man,35-64,Urbana
234954_0022,234954,B,Great Horned Owls,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"The instructor was professional, extremely knowledgeable, and fun! He had obviously spent time making sure his presentation would appeal to a wide audience. In addition, he provided us with a great bibliography, links and suggestions to other sites on this subject, suggestions for further explorations, and volunteered to personally give us a walk to observe owls next time we were in his area. Loved the videos of the owls at all ages and stages. As in all classes I have taken at the Farms, this was an excellent opportunity to experience personal growth in mind, soul, and body. We're so lucky to have the amazing resource that is Allerton Park. Thanks to those many staff members who make it the great place it is for all the rest of us.","Allerton's website, Allerton's enewsletter, From a friend, Smile Politely",4,White,No,Woman,65+,Monticello
234954_0023,234954,B,Great Horned Owls,NA,5,Very satisfied,NA,1,3,5,I thought it be a great follow up to search for owls in Allerton.,NA,No,I found the stories about Charles and Sarah to be so heartwarming that when I found out Sarah passed Imy eyes started watering. I did not know anything about owls and the approach to learning about them was great.,Allerton's website,1,White,No,Woman,35-64,Urbana
234956_0003,234956,B,Beginning Weaving I,NA,5,Very satisfied,NA,3,3,5,NA,NA,maybe a sign outside the classroom letting people know it was a classroom and to not disturb or try to walk in during instruction would probably be a good thing.,"It felt like everything was in Greek until the third week, and then everything just clicked and I completely understood everything Sharon was talking about. The terminology, reading the patterns, how to setup the loom, everything came together in my head",U of I's eweek,1,White,No,Woman,35-64,Urbana
234956_0005,234956,B,Flower Arranging,NA,5,Very satisfied,NA,2,2,5,Growing herbs along with information on their benefits ways they can be used.,NA,NA,I appreciate the opportunity to share experiences with family members.,Allerton's enewsletter,1,White,No,Woman,65+,Mahomet
234956_0006,234956,B,Bird Walks & Nature Journaling,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"I am always amazed by the depth of knowledge, patience, and kindness of ALL the Allerton teachers and staff. I feel fortunate to have learned so much in such a beautiful setting!","Allerton's website, Allerton's enewsletter, From a friend, U of I's eweek, Smile Politely",5,White,No,Woman,65+,Monticello
234956_0008,234956,B,Mary Oliver Poetry,NA,5,Very satisfied,"I was pleased with the instruction, a mix of classroom time and outdoor time. Also enjoyed the sorts of folks who attended.",2,3,5,"Anything centering the BIPOC experience with folk arts, natural skills, etc would be very cool to experience. I recognize that it might be challenging to pull off, but I am a young black woman and would like to see a more diverse set of audiences experience the awesomeness at Allerton!",NA,NA,"I really love the opportunity to learn new and different things at the farm. There's not a lot of places where adults can continue to learn interesting and creative subjects. The Farms is such a beautiful backdrop to the sort of creative learning that makes us better, more well-rounded humans.","Allerton's website, From a friend",2,Black or African American,No,Woman,35-64,Bloomington
234956_0011,234956,B,Holiday Wreath Making,NA,5,Very satisfied,NA,3,3,5,Not sure,NA,"No, your staff dies a great job.",I wasn't sure quite if signing up to attend the wreath making class by myself was going to fun. No worries there. I immediately felt welcome in the class room and even made some new friends. The teacher was very attentive and I learned a lot.,Allerton's website,1,White,No,Woman,35-64,Champaign
234956_0012,234956,B,Wines of the World,NA,5,Very satisfied,NA,3,3,5,"Pottery..Fabric art..sewing, embroidery Crochet",NA,NA,"The instructor was real, easily related to his students. Mr. Lee was able to teach his knowledge with humor and interesting experience.",Allerton's website,1,White,No,Woman,65+,Monticello
234956_0013,234956,B,Earth Magic,NA,5,Very satisfied,NA,3,3,5,NA,NA,NA,"Art, music, gardening, sewing",Allerton's enewsletter,1,White,No,Woman,35-64,Monticello
234956_0015,234956,B,Multiple Courses,NA,5,Very satisfied,NA,3,3,5,"Would love to attend another Wine Pairing Dinner, especially with the Luminary Chefs",NA,NA,"Where else can you learn about such a variety of subjects from experts, all in such a beautiful venue?","Allerton's website, Allerton's enewsletter",2,White,No,Man,65+,Sangamon
