variable,pct_missing
end_date,94.2
end_date_dt,94.2
length_in_weeks,84.3
room,79.8
days_of_week,71.7
min_seats,66.7
location,4.3
instructor,1.4
end_time,0.6
start_time,0.4
class_name,0
price,0
start_date,0
class_type,0
max_seats,0
featured,0
kids_class,0
register_online,0
continuous_enrollment,0
canceled,0
visibility,0
registrants,0
waiting_list,0
folk_school,0
class_clean,0
start_date_dt,0
price_num,0
